country,region,year,timestamp,crop_type,temperature,rainfall,humidity,N,P,K,ph,crop_yield
Russia,Central,2007,2007-01-01,Barley,10.62,963.51,80.473145665,,,,,3.38
Russia,Volga,1995,1995-01-01,Corn,12.99,2090.09,80.473145665,,,,,2.28
Canada,Quebec,2021,2021-01-01,Wheat,16.08,1274.89,80.473145665,,,,,2.8800000000000003
Nigeria,South West,2001,2001-01-01,Corn,28.7,2719.97,80.473145665,,,,,2.94
China,North,1991,1991-01-01,Soybeans,-0.9,1777.04,80.473145665,,,,,1.04
Australia,Queensland,2004,2004-01-01,Coffee,4.86,2590.69,57.648082825,103.0,29.0,30.0,6.798626238000001,0.999
Brazil,Southeast,2009,2009-01-01,Cotton,20.82,2971.0,80.01089273,117.0,46.0,19.0,6.8409568125,1.854
Australia,New South Wales,2013,2013-01-01,Rice,14.34,2387.19,82.18935719499999,80.0,47.0,40.0,6.363803588,2.817
China,Central,1999,1999-01-01,Vegetables,34.89,2314.65,80.473145665,,,,,0.801
Canada,British Columbia,2011,2011-01-01,Fruits,-4.58,1328.84,80.473145665,,,,,0.846
China,Central,2021,2021-01-01,Sugarcane,6.05,328.25,80.473145665,,,,,2.133
Canada,Ontario,2009,2009-01-01,Vegetables,14.21,2026.59,80.473145665,,,,,2.511
Australia,New South Wales,1994,1994-01-01,Coffee,30.49,2712.82,57.648082825,103.0,29.0,30.0,6.798626238000001,2.268
Russia,Volga,2006,2006-01-01,Wheat,-3.4,1399.31,80.473145665,,,,,1.23
Australia,New South Wales,2002,2002-01-01,Corn,9.38,2955.22,80.473145665,,,,,2.466
USA,Northeast,2010,2010-01-01,Sugarcane,10.76,2063.48,80.473145665,,,,,2.21
India,Maharashtra,2016,2016-01-01,Cotton,24.76,543.34,80.01089273,117.0,46.0,19.0,6.8409568125,2.556
Canada,Ontario,2011,2011-01-01,Cotton,12.94,1745.8,80.01089273,117.0,46.0,19.0,6.8409568125,4.4
China,East,2007,2007-01-01,Barley,10.95,710.51,80.473145665,,,,,2.97
India,Tamil Nadu,2004,2004-01-01,Rice,17.69,558.69,82.18935719499999,80.0,47.0,40.0,6.363803588,4.56
Canada,Prairies,2008,2008-01-01,Vegetables,6.53,2992.08,80.473145665,,,,,2.51
France,Grand Est,2020,2020-01-01,Soybeans,25.57,2998.61,80.473145665,,,,,2.6910000000000003
Argentina,Northeast,2005,2005-01-01,Barley,17.62,2445.9,80.473145665,,,,,1.68
Russia,Siberian,1995,1995-01-01,Soybeans,0.47,2716.6,80.473145665,,,,,2.77
Canada,Ontario,2012,2012-01-01,Vegetables,26.0,2876.42,80.473145665,,,,,2.2
Australia,Victoria,1991,1991-01-01,Vegetables,24.79,372.26,80.473145665,,,,,1.8
France,Grand Est,2004,2004-01-01,Rice,-0.23,2204.87,82.18935719499999,80.0,47.0,40.0,6.363803588,2.27
India,West Bengal,1997,1997-01-01,Coffee,9.8,1417.87,57.648082825,103.0,29.0,30.0,6.798626238000001,2.034
France,Grand Est,2000,2000-01-01,Rice,-0.26,2129.75,82.18935719499999,80.0,47.0,40.0,6.363803588,0.87
Australia,Western Australia,2001,2001-01-01,Sugarcane,7.33,2416.32,80.473145665,,,,,2.61
USA,West,2000,2000-01-01,Corn,30.22,2509.19,80.473145665,,,,,2.205
France,Grand Est,1991,1991-01-01,Coffee,5.32,2575.26,57.648082825,103.0,29.0,30.0,6.798626238000001,2.61
Nigeria,North Central,2002,2002-01-01,Fruits,-0.51,2977.09,80.473145665,,,,,0.882
Canada,Ontario,2005,2005-01-01,Rice,3.69,2916.05,82.18935719499999,80.0,47.0,40.0,6.363803588,1.53
France,Provence-Alpes-Cote d’Azur,2015,2015-01-01,Vegetables,15.36,252.51,80.473145665,,,,,2.088
China,East,1991,1991-01-01,Cotton,18.01,1777.57,80.01089273,117.0,46.0,19.0,6.8409568125,2.043
India,Punjab,1996,1996-01-01,Coffee,15.25,770.23,57.648082825,103.0,29.0,30.0,6.798626238000001,3.2
USA,South,2015,2015-01-01,Barley,14.27,753.4,80.473145665,,,,,3.46
India,Punjab,2001,2001-01-01,Sugarcane,25.74,633.86,80.473145665,,,,,2.475
Nigeria,South West,2008,2008-01-01,Coffee,-0.56,1890.09,57.648082825,103.0,29.0,30.0,6.798626238000001,1.56
Brazil,North,1996,1996-01-01,Rice,15.43,1768.55,82.18935719499999,80.0,47.0,40.0,6.363803588,2.47
France,Provence-Alpes-Cote d’Azur,2017,2017-01-01,Fruits,-0.98,2835.53,80.473145665,,,,,0.666
Canada,British Columbia,2021,2021-01-01,Sugarcane,9.86,2645.19,80.473145665,,,,,0.846
Canada,Quebec,2006,2006-01-01,Wheat,27.49,2357.98,80.473145665,,,,,1.791
France,Grand Est,1992,1992-01-01,Sugarcane,26.41,2233.65,80.473145665,,,,,3.042
Russia,Siberian,2019,2019-01-01,Corn,8.24,617.28,80.473145665,,,,,2.07
Canada,Prairies,2003,2003-01-01,Coffee,10.63,1224.22,57.648082825,103.0,29.0,30.0,6.798626238000001,4.392
France,Nouvelle-Aquitaine,1991,1991-01-01,Vegetables,9.49,1042.89,80.473145665,,,,,2.1870000000000003
China,Central,2014,2014-01-01,Sugarcane,-4.64,410.23,80.473145665,,,,,1.368
Australia,Western Australia,1998,1998-01-01,Fruits,27.29,1879.32,80.473145665,,,,,2.979
China,Central,2019,2019-01-01,Rice,17.39,1118.08,82.18935719499999,80.0,47.0,40.0,6.363803588,2.19
USA,West,2020,2020-01-01,Cotton,-4.7,674.67,80.01089273,117.0,46.0,19.0,6.8409568125,0.73
Nigeria,South East,2012,2012-01-01,Barley,14.55,1074.39,80.473145665,,,,,2.682
China,South,2002,2002-01-01,Wheat,14.88,2775.44,80.473145665,,,,,1.58
USA,South,2008,2008-01-01,Rice,-3.42,445.86,82.18935719499999,80.0,47.0,40.0,6.363803588,0.7020000000000001
Argentina,Northwest,1999,1999-01-01,Rice,15.1,2420.39,82.18935719499999,80.0,47.0,40.0,6.363803588,2.9970000000000003
India,Punjab,2020,2020-01-01,Fruits,16.53,2637.1,80.473145665,,,,,4.96
Russia,Northwestern,1995,1995-01-01,Soybeans,14.77,221.4,80.473145665,,,,,3.654
China,East,2001,2001-01-01,Sugarcane,23.5,2094.91,80.473145665,,,,,0.84
Canada,British Columbia,2018,2018-01-01,Fruits,26.42,404.45,80.473145665,,,,,3.231
France,Grand Est,1994,1994-01-01,Cotton,10.59,2440.86,80.01089273,117.0,46.0,19.0,6.8409568125,3.45
Canada,Ontario,2016,2016-01-01,Rice,17.65,281.88,82.18935719499999,80.0,47.0,40.0,6.363803588,2.385
India,Maharashtra,2005,2005-01-01,Barley,-0.68,2244.61,80.473145665,,,,,2.4120000000000004
Brazil,Northeast,2006,2006-01-01,Barley,0.59,1581.81,80.473145665,,,,,0.91
Australia,Queensland,2015,2015-01-01,Barley,10.09,1180.14,80.473145665,,,,,3.26
Australia,Queensland,1992,1992-01-01,Wheat,3.79,2144.52,80.473145665,,,,,1.4400000000000002
Brazil,North,2010,2010-01-01,Coffee,32.35,598.18,57.648082825,103.0,29.0,30.0,6.798626238000001,3.59
China,South,2005,2005-01-01,Wheat,26.05,664.09,80.473145665,,,,,1.26
Brazil,Northeast,2013,2013-01-01,Sugarcane,32.66,2224.69,80.473145665,,,,,3.564
Canada,Prairies,1997,1997-01-01,Fruits,32.68,679.31,80.473145665,,,,,0.981
USA,South,1994,1994-01-01,Wheat,15.86,1912.09,80.473145665,,,,,3.0
Russia,Central,2021,2021-01-01,Soybeans,30.84,573.92,80.473145665,,,,,3.528
Brazil,North,1996,1996-01-01,Sugarcane,25.31,1509.68,80.473145665,,,,,3.4290000000000003
Australia,Western Australia,2002,2002-01-01,Sugarcane,-1.29,376.61,80.473145665,,,,,1.152
China,North,2004,2004-01-01,Rice,11.53,2201.56,82.18935719499999,80.0,47.0,40.0,6.363803588,3.38
Argentina,Pampas,2019,2019-01-01,Barley,8.4,988.85,80.473145665,,,,,0.77
Argentina,Pampas,2017,2017-01-01,Rice,-4.91,468.79,82.18935719499999,80.0,47.0,40.0,6.363803588,0.8190000000000001
India,Punjab,2022,2022-01-01,Sugarcane,6.59,2954.9,80.473145665,,,,,0.54
Argentina,Pampas,2021,2021-01-01,Sugarcane,25.76,1561.73,80.473145665,,,,,2.709
India,Maharashtra,2017,2017-01-01,Sugarcane,-2.21,2952.47,80.473145665,,,,,1.2060000000000002
France,Ile-de-France,1990,1990-01-01,Rice,33.94,2563.06,82.18935719499999,80.0,47.0,40.0,6.363803588,3.51
Canada,British Columbia,2009,2009-01-01,Coffee,22.67,2878.53,57.648082825,103.0,29.0,30.0,6.798626238000001,1.179
India,West Bengal,2012,2012-01-01,Wheat,21.71,1475.08,80.473145665,,,,,1.18
France,Provence-Alpes-Cote d’Azur,2019,2019-01-01,Rice,-4.56,2909.28,82.18935719499999,80.0,47.0,40.0,6.363803588,0.972
China,Central,2015,2015-01-01,Barley,17.78,272.3,80.473145665,,,,,3.24
France,Grand Est,2008,2008-01-01,Wheat,-4.65,1911.49,80.473145665,,,,,1.395
USA,Midwest,2017,2017-01-01,Rice,17.56,2517.35,82.18935719499999,80.0,47.0,40.0,6.363803588,2.98
USA,Northeast,2020,2020-01-01,Soybeans,-0.71,2758.01,80.473145665,,,,,2.47
Russia,Volga,1998,1998-01-01,Vegetables,25.44,1943.75,80.473145665,,,,,1.2
USA,Midwest,2024,2024-01-01,Coffee,3.65,2675.61,57.648082825,103.0,29.0,30.0,6.798626238000001,0.765
Russia,Central,2009,2009-01-01,Rice,17.98,2521.41,82.18935719499999,80.0,47.0,40.0,6.363803588,2.26
USA,Northeast,2013,2013-01-01,Cotton,25.45,2791.67,80.01089273,117.0,46.0,19.0,6.8409568125,2.06
Canada,Prairies,2017,2017-01-01,Coffee,19.52,2916.23,57.648082825,103.0,29.0,30.0,6.798626238000001,2.0160000000000005
Brazil,North,2013,2013-01-01,Sugarcane,10.34,774.16,80.473145665,,,,,2.853
France,Provence-Alpes-Cote d’Azur,2011,2011-01-01,Sugarcane,0.4,654.12,80.473145665,,,,,1.25
Nigeria,South West,1998,1998-01-01,Soybeans,19.68,797.99,80.473145665,,,,,3.708
Argentina,Pampas,2023,2023-01-01,Barley,-4.9,2819.98,80.473145665,,,,,1.134
Brazil,North,2023,2023-01-01,Cotton,21.51,2139.76,80.01089273,117.0,46.0,19.0,6.8409568125,2.133
USA,Midwest,2019,2019-01-01,Coffee,-3.22,1449.33,57.648082825,103.0,29.0,30.0,6.798626238000001,1.584
China,South,2021,2021-01-01,Rice,26.05,270.85,82.18935719499999,80.0,47.0,40.0,6.363803588,2.9970000000000003
USA,Midwest,1994,1994-01-01,Vegetables,8.95,487.87,80.473145665,,,,,1.116
China,Central,2002,2002-01-01,Rice,-2.6,1385.49,82.18935719499999,80.0,47.0,40.0,6.363803588,2.72
Argentina,Patagonia,2020,2020-01-01,Soybeans,-4.7,2088.86,80.473145665,,,,,1.36
Argentina,Northwest,2014,2014-01-01,Coffee,32.16,2559.51,57.648082825,103.0,29.0,30.0,6.798626238000001,3.393
Argentina,Patagonia,1990,1990-01-01,Cotton,8.84,2132.01,80.01089273,117.0,46.0,19.0,6.8409568125,2.358
Brazil,North,2023,2023-01-01,Fruits,8.02,2219.51,80.473145665,,,,,0.86
Argentina,Northeast,1997,1997-01-01,Barley,18.77,1252.63,80.473145665,,,,,4.11
China,Central,2000,2000-01-01,Fruits,7.32,347.2,80.473145665,,,,,1.485
Nigeria,North West,2012,2012-01-01,Barley,-0.4,2218.57,80.473145665,,,,,0.756
China,Central,2006,2006-01-01,Wheat,32.72,639.1,80.473145665,,,,,1.116
France,Ile-de-France,2014,2014-01-01,Soybeans,-2.15,1596.16,80.473145665,,,,,2.358
Brazil,North,2019,2019-01-01,Vegetables,24.11,842.97,80.473145665,,,,,1.08
India,Maharashtra,2012,2012-01-01,Soybeans,33.25,1439.94,80.473145665,,,,,2.3040000000000003
China,Central,2012,2012-01-01,Soybeans,19.02,1014.35,80.473145665,,,,,3.16
Australia,New South Wales,2015,2015-01-01,Cotton,12.37,2185.15,80.01089273,117.0,46.0,19.0,6.8409568125,1.71
Canada,Quebec,2023,2023-01-01,Sugarcane,11.62,1215.76,80.473145665,,,,,1.764
France,Provence-Alpes-Cote d’Azur,1990,1990-01-01,Vegetables,2.39,2161.28,80.473145665,,,,,1.629
Canada,Prairies,1992,1992-01-01,Fruits,18.15,577.51,80.473145665,,,,,2.44
Canada,Quebec,1996,1996-01-01,Barley,18.21,2518.3,80.473145665,,,,,1.4400000000000002
Russia,Siberian,2008,2008-01-01,Sugarcane,9.04,303.38,80.473145665,,,,,2.547
Nigeria,South West,2008,2008-01-01,Fruits,4.23,1358.62,80.473145665,,,,,2.46
Australia,Victoria,2000,2000-01-01,Vegetables,24.34,745.09,80.473145665,,,,,2.763
USA,West,1999,1999-01-01,Cotton,3.77,2463.6,80.01089273,117.0,46.0,19.0,6.8409568125,1.98
Argentina,Pampas,1994,1994-01-01,Cotton,1.65,401.35,80.01089273,117.0,46.0,19.0,6.8409568125,1.305
Nigeria,South East,1997,1997-01-01,Barley,1.66,750.32,80.473145665,,,,,1.323
India,Tamil Nadu,2008,2008-01-01,Corn,14.26,1295.02,80.473145665,,,,,2.84
Canada,Prairies,2002,2002-01-01,Wheat,5.83,1653.0,80.473145665,,,,,2.84
USA,Midwest,2020,2020-01-01,Rice,1.08,2911.79,82.18935719499999,80.0,47.0,40.0,6.363803588,0.65
Argentina,Northeast,1997,1997-01-01,Vegetables,30.14,1727.17,80.473145665,,,,,2.18
Nigeria,North West,2008,2008-01-01,Sugarcane,30.01,1343.19,80.473145665,,,,,2.18
Australia,New South Wales,2019,2019-01-01,Cotton,33.45,1412.78,80.01089273,117.0,46.0,19.0,6.8409568125,2.89
Australia,Western Australia,2002,2002-01-01,Cotton,32.59,2496.66,80.01089273,117.0,46.0,19.0,6.8409568125,2.83
Canada,Ontario,2019,2019-01-01,Barley,22.03,2329.68,80.473145665,,,,,1.899
Russia,Central,2014,2014-01-01,Cotton,19.24,2488.68,80.01089273,117.0,46.0,19.0,6.8409568125,3.222
Canada,Ontario,2023,2023-01-01,Barley,22.31,1411.63,80.473145665,,,,,2.142
France,Grand Est,1992,1992-01-01,Rice,18.66,361.64,82.18935719499999,80.0,47.0,40.0,6.363803588,1.413
India,Maharashtra,1992,1992-01-01,Coffee,26.48,666.28,57.648082825,103.0,29.0,30.0,6.798626238000001,3.57
India,West Bengal,1998,1998-01-01,Coffee,26.07,2990.84,57.648082825,103.0,29.0,30.0,6.798626238000001,2.817
Brazil,Northeast,2021,2021-01-01,Barley,11.27,2909.11,80.473145665,,,,,4.91
USA,South,2011,2011-01-01,Cotton,14.56,1414.12,80.01089273,117.0,46.0,19.0,6.8409568125,2.754
Canada,British Columbia,2002,2002-01-01,Rice,23.56,2897.36,82.18935719499999,80.0,47.0,40.0,6.363803588,2.9610000000000003
USA,Midwest,2010,2010-01-01,Sugarcane,27.68,2657.02,80.473145665,,,,,1.1700000000000002
China,Central,2021,2021-01-01,Rice,33.01,2458.78,82.18935719499999,80.0,47.0,40.0,6.363803588,3.411
France,Provence-Alpes-Cote d’Azur,2014,2014-01-01,Wheat,34.58,881.74,80.473145665,,,,,3.384
Russia,Volga,2007,2007-01-01,Vegetables,25.81,1274.42,80.473145665,,,,,2.241
France,Provence-Alpes-Cote d’Azur,2020,2020-01-01,Corn,9.02,1948.61,80.473145665,,,,,2.27
Brazil,Northeast,2022,2022-01-01,Sugarcane,18.5,264.17,80.473145665,,,,,3.51
Argentina,Northeast,1990,1990-01-01,Corn,31.61,785.48,80.473145665,,,,,2.3
China,South,1992,1992-01-01,Soybeans,4.09,803.51,80.473145665,,,,,0.95
Australia,Western Australia,2011,2011-01-01,Barley,3.91,512.7,80.473145665,,,,,1.56
Nigeria,North Central,2005,2005-01-01,Wheat,8.49,1517.16,80.473145665,,,,,0.972
France,Ile-de-France,1991,1991-01-01,Cotton,-1.18,2268.54,80.01089273,117.0,46.0,19.0,6.8409568125,2.35
Argentina,Northeast,2019,2019-01-01,Barley,20.22,2272.25,80.473145665,,,,,2.1
India,Maharashtra,2003,2003-01-01,Soybeans,5.75,1272.74,80.473145665,,,,,0.6120000000000001
USA,Midwest,1996,1996-01-01,Soybeans,31.78,1620.25,80.473145665,,,,,3.28
China,Central,2014,2014-01-01,Cotton,-1.57,634.28,80.01089273,117.0,46.0,19.0,6.8409568125,1.35
China,South,1991,1991-01-01,Vegetables,2.77,683.68,80.473145665,,,,,2.83
Argentina,Patagonia,2015,2015-01-01,Rice,17.53,468.49,82.18935719499999,80.0,47.0,40.0,6.363803588,1.404
Argentina,Northeast,2017,2017-01-01,Barley,10.52,262.24,80.473145665,,,,,4.5
Nigeria,North Central,2017,2017-01-01,Cotton,14.61,588.27,80.01089273,117.0,46.0,19.0,6.8409568125,1.72
China,South,2004,2004-01-01,Soybeans,22.49,444.03,80.473145665,,,,,2.889
Brazil,South,2005,2005-01-01,Corn,26.54,522.39,80.473145665,,,,,2.988
China,South,2015,2015-01-01,Coffee,20.81,711.74,57.648082825,103.0,29.0,30.0,6.798626238000001,3.123
USA,Midwest,2006,2006-01-01,Soybeans,12.59,1531.24,80.473145665,,,,,3.771
Russia,Northwestern,2008,2008-01-01,Vegetables,23.7,2203.33,80.473145665,,,,,1.04
Canada,Ontario,2023,2023-01-01,Soybeans,16.78,1961.43,80.473145665,,,,,2.09
USA,Northeast,1994,1994-01-01,Barley,-0.03,1655.88,80.473145665,,,,,1.665
China,North,2019,2019-01-01,Barley,26.95,2630.1,80.473145665,,,,,3.528
China,North,1991,1991-01-01,Sugarcane,-4.74,815.67,80.473145665,,,,,1.611
Russia,Northwestern,2014,2014-01-01,Sugarcane,-0.6,2730.75,80.473145665,,,,,1.61
Nigeria,South East,2007,2007-01-01,Wheat,-3.52,286.26,80.473145665,,,,,1.629
Argentina,Northwest,2009,2009-01-01,Sugarcane,33.64,289.28,80.473145665,,,,,2.313
France,Nouvelle-Aquitaine,1994,1994-01-01,Coffee,0.55,596.85,57.648082825,103.0,29.0,30.0,6.798626238000001,2.538
Brazil,Southeast,2007,2007-01-01,Cotton,7.03,971.41,80.01089273,117.0,46.0,19.0,6.8409568125,1.5
India,Maharashtra,2004,2004-01-01,Sugarcane,30.82,1874.77,80.473145665,,,,,2.799
India,West Bengal,2005,2005-01-01,Cotton,26.59,1859.71,80.01089273,117.0,46.0,19.0,6.8409568125,0.972
Canada,British Columbia,2014,2014-01-01,Wheat,10.45,651.16,80.473145665,,,,,3.56
Brazil,South,2019,2019-01-01,Cotton,28.98,2256.65,80.01089273,117.0,46.0,19.0,6.8409568125,3.087
Brazil,North,1997,1997-01-01,Barley,5.95,2001.52,80.473145665,,,,,0.459
Nigeria,North Central,1995,1995-01-01,Corn,34.8,1914.26,80.473145665,,,,,1.107
Russia,Central,1994,1994-01-01,Soybeans,7.73,2577.53,80.473145665,,,,,2.214
USA,Midwest,1994,1994-01-01,Coffee,6.72,2197.05,57.648082825,103.0,29.0,30.0,6.798626238000001,1.278
Russia,Central,2007,2007-01-01,Sugarcane,28.03,1942.72,80.473145665,,,,,3.29
Nigeria,North Central,2015,2015-01-01,Fruits,12.83,1340.5,80.473145665,,,,,1.449
Canada,British Columbia,1995,1995-01-01,Sugarcane,20.04,1751.57,80.473145665,,,,,1.287
France,Ile-de-France,2024,2024-01-01,Coffee,16.3,499.69,57.648082825,103.0,29.0,30.0,6.798626238000001,3.753
Australia,New South Wales,2014,2014-01-01,Soybeans,-0.61,1272.03,80.473145665,,,,,0.63
USA,West,1997,1997-01-01,Coffee,12.77,1914.95,57.648082825,103.0,29.0,30.0,6.798626238000001,3.79
Nigeria,South West,1999,1999-01-01,Sugarcane,20.53,1094.51,80.473145665,,,,,3.57
Canada,Quebec,2000,2000-01-01,Rice,18.42,2001.76,82.18935719499999,80.0,47.0,40.0,6.363803588,3.933
China,East,2012,2012-01-01,Rice,6.49,402.76,82.18935719499999,80.0,47.0,40.0,6.363803588,2.493
Brazil,Northeast,1999,1999-01-01,Fruits,15.26,1094.44,80.473145665,,,,,3.555
USA,West,2004,2004-01-01,Vegetables,3.34,2929.26,80.473145665,,,,,0.486
France,Provence-Alpes-Cote d’Azur,1999,1999-01-01,Sugarcane,28.89,1708.39,80.473145665,,,,,1.4220000000000002
Canada,British Columbia,2002,2002-01-01,Barley,15.44,434.78,80.473145665,,,,,3.717
Brazil,North,2005,2005-01-01,Soybeans,2.64,2295.88,80.473145665,,,,,2.088
France,Grand Est,1998,1998-01-01,Barley,9.75,2559.02,80.473145665,,,,,2.3400000000000003
Argentina,Northeast,1995,1995-01-01,Barley,23.27,985.77,80.473145665,,,,,3.1410000000000005
Russia,Siberian,1994,1994-01-01,Barley,29.29,423.77,80.473145665,,,,,3.231
France,Nouvelle-Aquitaine,2023,2023-01-01,Cotton,24.76,2595.7,80.01089273,117.0,46.0,19.0,6.8409568125,3.85
USA,West,2003,2003-01-01,Vegetables,31.47,573.46,80.473145665,,,,,1.01
India,West Bengal,2021,2021-01-01,Soybeans,31.96,2897.46,80.473145665,,,,,1.51
USA,South,1993,1993-01-01,Coffee,15.62,1676.3,57.648082825,103.0,29.0,30.0,6.798626238000001,1.92
China,East,2019,2019-01-01,Rice,4.65,1811.34,82.18935719499999,80.0,47.0,40.0,6.363803588,0.468
Russia,Central,2017,2017-01-01,Wheat,31.28,987.49,80.473145665,,,,,1.728
Canada,Ontario,2009,2009-01-01,Corn,24.8,1405.71,80.473145665,,,,,2.9
Argentina,Pampas,1995,1995-01-01,Vegetables,16.44,549.34,80.473145665,,,,,2.268
USA,South,2006,2006-01-01,Rice,15.28,2520.51,82.18935719499999,80.0,47.0,40.0,6.363803588,1.917
Brazil,Northeast,2014,2014-01-01,Sugarcane,24.85,1720.87,80.473145665,,,,,3.0
Canada,Prairies,1994,1994-01-01,Soybeans,33.02,1594.01,80.473145665,,,,,1.74
India,Tamil Nadu,2015,2015-01-01,Cotton,3.83,623.97,80.01089273,117.0,46.0,19.0,6.8409568125,0.89
France,Ile-de-France,2002,2002-01-01,Corn,20.87,2101.04,80.473145665,,,,,2.45
Nigeria,South West,2019,2019-01-01,Vegetables,13.11,2775.95,80.473145665,,,,,1.62
Russia,Volga,2015,2015-01-01,Coffee,27.46,2317.06,57.648082825,103.0,29.0,30.0,6.798626238000001,2.682
China,North,2018,2018-01-01,Cotton,-0.79,1644.3,80.01089273,117.0,46.0,19.0,6.8409568125,0.783
India,Maharashtra,2024,2024-01-01,Soybeans,27.26,1251.0,80.473145665,,,,,3.042
USA,Northeast,1994,1994-01-01,Fruits,26.91,2333.11,80.473145665,,,,,1.82
USA,South,2000,2000-01-01,Barley,-4.04,2401.56,80.473145665,,,,,2.3040000000000003
Brazil,Southeast,1999,1999-01-01,Corn,34.18,1489.71,80.473145665,,,,,1.692
USA,Midwest,2000,2000-01-01,Cotton,11.9,270.02,80.01089273,117.0,46.0,19.0,6.8409568125,2.169
Russia,Siberian,2007,2007-01-01,Barley,0.97,2687.75,80.473145665,,,,,1.03
France,Ile-de-France,1998,1998-01-01,Soybeans,25.06,2251.4,80.473145665,,,,,1.053
Argentina,Pampas,2003,2003-01-01,Soybeans,12.79,2445.14,80.473145665,,,,,3.5730000000000004
China,South,2023,2023-01-01,Fruits,-0.24,1289.98,80.473145665,,,,,1.51
Australia,Victoria,2005,2005-01-01,Rice,26.45,2226.3,82.18935719499999,80.0,47.0,40.0,6.363803588,2.745
USA,Northeast,2009,2009-01-01,Fruits,-1.43,2726.13,80.473145665,,,,,2.403
Australia,Western Australia,2013,2013-01-01,Vegetables,34.4,859.65,80.473145665,,,,,2.58
France,Ile-de-France,2004,2004-01-01,Rice,-4.05,2109.89,82.18935719499999,80.0,47.0,40.0,6.363803588,2.59
USA,West,1999,1999-01-01,Vegetables,15.76,2626.9,80.473145665,,,,,3.77
Brazil,Northeast,1995,1995-01-01,Cotton,23.3,2653.64,80.01089273,117.0,46.0,19.0,6.8409568125,2.75
China,Central,2021,2021-01-01,Vegetables,6.81,1116.67,80.473145665,,,,,2.13
China,South,2005,2005-01-01,Wheat,2.23,458.9,80.473145665,,,,,1.251
China,South,1999,1999-01-01,Wheat,29.96,614.42,80.473145665,,,,,1.161
India,Tamil Nadu,2022,2022-01-01,Wheat,29.5,2034.73,80.473145665,,,,,3.204
Brazil,South,2002,2002-01-01,Sugarcane,34.75,2919.49,80.473145665,,,,,1.91
France,Grand Est,2023,2023-01-01,Wheat,4.65,2371.89,80.473145665,,,,,1.359
Brazil,Northeast,2006,2006-01-01,Wheat,6.48,827.4,80.473145665,,,,,2.4
France,Nouvelle-Aquitaine,2022,2022-01-01,Wheat,14.72,714.34,80.473145665,,,,,3.114
Australia,New South Wales,2021,2021-01-01,Fruits,17.23,2608.0,80.473145665,,,,,2.12
Nigeria,North Central,1990,1990-01-01,Cotton,23.76,1135.55,80.01089273,117.0,46.0,19.0,6.8409568125,1.18
Nigeria,South East,2008,2008-01-01,Sugarcane,27.81,1509.48,80.473145665,,,,,2.86
India,Tamil Nadu,2019,2019-01-01,Cotton,12.18,227.76,80.01089273,117.0,46.0,19.0,6.8409568125,3.114
China,Central,2016,2016-01-01,Soybeans,-0.17,843.72,80.473145665,,,,,1.494
Canada,Quebec,2017,2017-01-01,Corn,26.68,2271.65,80.473145665,,,,,1.83
Brazil,Southeast,2008,2008-01-01,Vegetables,18.15,1329.79,80.473145665,,,,,2.259
USA,Northeast,1991,1991-01-01,Coffee,-1.52,2404.5,57.648082825,103.0,29.0,30.0,6.798626238000001,1.917
USA,South,2007,2007-01-01,Fruits,23.37,2547.07,80.473145665,,,,,1.998
China,East,2001,2001-01-01,Soybeans,26.75,2433.86,80.473145665,,,,,1.7009999999999998
Argentina,Patagonia,2022,2022-01-01,Wheat,29.06,1117.25,80.473145665,,,,,0.94
Australia,New South Wales,2013,2013-01-01,Sugarcane,22.02,811.38,80.473145665,,,,,0.88
Russia,Siberian,1993,1993-01-01,Vegetables,14.28,1162.39,80.473145665,,,,,2.511
USA,Midwest,2012,2012-01-01,Vegetables,-3.06,2194.36,80.473145665,,,,,2.61
France,Provence-Alpes-Cote d’Azur,1999,1999-01-01,Rice,9.1,2369.82,82.18935719499999,80.0,47.0,40.0,6.363803588,0.78
China,Central,2012,2012-01-01,Sugarcane,30.77,1296.77,80.473145665,,,,,2.277
France,Nouvelle-Aquitaine,1992,1992-01-01,Wheat,-2.89,1301.16,80.473145665,,,,,2.56
France,Ile-de-France,2005,2005-01-01,Corn,25.23,2811.65,80.473145665,,,,,1.6
Nigeria,North West,2012,2012-01-01,Vegetables,-4.24,1497.4,80.473145665,,,,,1.7009999999999998
India,Punjab,1994,1994-01-01,Fruits,5.01,251.54,80.473145665,,,,,2.628
Canada,Quebec,1999,1999-01-01,Vegetables,9.97,2551.55,80.473145665,,,,,2.4480000000000004
Russia,Volga,1994,1994-01-01,Vegetables,8.76,404.08,80.473145665,,,,,2.169
Russia,Northwestern,2023,2023-01-01,Cotton,8.44,1795.6,80.01089273,117.0,46.0,19.0,6.8409568125,0.549
India,Punjab,2012,2012-01-01,Soybeans,13.69,2203.23,80.473145665,,,,,1.746
France,Nouvelle-Aquitaine,1994,1994-01-01,Soybeans,6.59,209.95,80.473145665,,,,,0.5670000000000001
Brazil,South,2005,2005-01-01,Coffee,-1.03,649.23,57.648082825,103.0,29.0,30.0,6.798626238000001,1.962
USA,West,2001,2001-01-01,Vegetables,14.65,1113.1,80.473145665,,,,,3.726
Brazil,South,2004,2004-01-01,Wheat,29.6,1251.99,80.473145665,,,,,3.07
USA,West,2018,2018-01-01,Coffee,21.26,1080.66,57.648082825,103.0,29.0,30.0,6.798626238000001,2.64
